VST-NCA,N/A,Melbourne,266,1,False,24,1,15,N/A,2,9.595260504303322,0.43901587234714884,0.051102850668825334,3.0,3.0,0,0.71818584103994,1.0,4.0,1.1795222154876142
VST-CA,mixed,Melbourne,266,1,False,24,1,15,N/A,2,9.595260504303322,0.43901587234714884,0.051102850668825334,3.0,3.0,2,2.075488769174626,1.0,4.0,1.1795222154876142
VST-CA,pure,Melbourne,266,1,False,24,1,15,N/A,2,9.595260504303322,0.43901587234714884,0.051102850668825334,3.0,3.0,2,1.9898245377185049,1.0,4.0,1.1795222154876142
VST-NCA,N/A,Melbourne,164,2,False,25,2,15,N/A,2,4.267700691071971,0.33086670821137504,0.020676626377972206,2.0,3.0,0,5.381828725222931,1.0,4.0,1.6206317005854023
VST-CA,mixed,Melbourne,164,2,False,25,2,15,N/A,2,1.9871151385552048,0.30670364268740796,0.020676626377972206,2.0,2.0,3,5.058906124975238,1.0,4.0,1.5985565474981083
VST-CA,pure,Melbourne,164,2,False,25,2,15,N/A,2,3.2312340085269122,0.29739901850107775,0.020676626377972206,2.0,2.0,3,7.25052945799689,1.0,4.0,1.54297845880964
VST-NCA,N/A,Melbourne,503,1,False,26,1,15,N/A,1,4.884968777972397,0.22684065118569474,0.010841798193240243,1.0,4.0,0,2.3102440302996,1.0,4.0,0.8030034323720298
VST-CA,mixed,Melbourne,503,1,False,26,1,15,N/A,1,4.884968777972397,0.22684065118569474,0.010841798193240243,1.0,4.0,2,8.524938113120697,1.0,4.0,0.8030034323720298
VST-CA,pure,Melbourne,503,1,False,26,1,15,N/A,1,4.884968777972397,0.22684065118569474,0.010841798193240243,1.0,4.0,2,8.463197290754124,1.0,4.0,0.8030034323720298
VST-NCA,N/A,Melbourne,471,1,False,27,1,15,N/A,2,0.705472260967453,0.08113967475032688,0.005024824446492752,1.0,3.0,0,0.35507180299146057,1.0,4.0,0.5844618507960176
VST-CA,mixed,Melbourne,471,1,False,27,1,15,N/A,2,0.705472260967453,0.08113967475032688,0.005024824446492752,1.0,3.0,2,1.6714407691933957,1.0,4.0,0.5844618507960176
VST-CA,pure,Melbourne,471,1,False,27,1,15,N/A,2,0.705472260967453,0.08113967475032688,0.005024824446492752,1.0,3.0,2,1.5334129938169099,1.0,4.0,0.5844618507960176
VST-NCA,N/A,Melbourne,504,8,False,28,8,15,N/A,36,3.203976793911096,0.12048439389750237,0.0026014554213763864,1.375,1.75,0,9.038529146933797,1.0,4.0,2.265173104664958
VST-CA,mixed,Melbourne,504,8,False,28,8,15,N/A,36,3.203976793911096,0.12048439389750237,0.0026014554213763864,1.375,1.75,2,16.243131849153542,1.0,4.0,2.265173104664958
VST-CA,pure,Melbourne,504,8,False,28,8,15,N/A,36,2.806745757380905,0.11986718414975228,0.0023755857092625336,0.25,1.625,3,27.13945400593957,1.0,4.0,2.272677413630867
VST-NCA,N/A,Melbourne,584,1,False,29,1,15,N/A,1,4.654289341530812,0.1336405037527795,0.007825682817775776,2.0,4.0,0,1.1154555944121967,1.0,4.0,0.6529694459328641
VST-CA,mixed,Melbourne,584,1,False,29,1,15,N/A,1,4.654289341530812,0.1336405037527795,0.007825682817775776,2.0,4.0,2,5.522466190677733,1.0,4.0,0.6529694459328641
VST-CA,pure,Melbourne,584,1,False,29,1,15,N/A,1,4.654289341530812,0.1336405037527795,0.007825682817775776,2.0,4.0,2,5.437706330718811,1.0,4.0,0.6529694459328641
VST-NCA,N/A,Melbourne,504,5,False,30,5,15,N/A,8,2.3191956871438126,0.13506787985324764,0.003186471560772631,0.8,1.6,0,7.300264758604499,1.0,4.0,1.8987301656991973
VST-CA,mixed,Melbourne,504,5,False,30,5,15,N/A,8,2.3191956871438126,0.13506787985324764,0.003186471560772631,0.8,1.6,2,12.571811478610016,1.0,4.0,1.8987301656991973
VST-CA,pure,Melbourne,504,5,False,30,5,15,N/A,8,2.3191956871438126,0.13506787985324764,0.003186471560772631,0.8,1.6,2,12.99036495001883,1.0,4.0,1.8987301656991973
VST-NCA,N/A,Melbourne,1485,9,False,31,9,15,N/A,72,2.1429145921722776,0.05132518093271152,0.0006970818634294262,0.4444444444444444,0.8888888888888888,0,49.68323154713062,1.0,4.0,1.4593914169647204
VST-CA,mixed,Melbourne,1485,9,False,31,9,15,N/A,72,2.1429145921722776,0.05132518093271152,0.0006970818634294262,0.4444444444444444,0.8888888888888888,2,99.52443204404153,1.0,4.0,1.4593914169647204
VST-CA,pure,Melbourne,1485,9,False,31,9,15,N/A,72,2.1429145921722776,0.05132518093271152,0.0006970818634294262,0.4444444444444444,0.8888888888888888,2,99.93197397336462,1.0,4.0,1.4593914169647204
VST-NCA,N/A,Melbourne,583,8,False,32,8,15,N/A,78,10.423656141044006,0.16138061232190676,0.007497003278945327,1.375,2.125,0,28.55862170783712,1.0,4.0,2.194915502145374
VST-CA,mixed,Melbourne,583,8,False,32,8,15,N/A,78,10.423656141044006,0.16138061232190676,0.007497003278945327,1.375,2.125,2,52.45423094671605,1.0,4.0,2.194915502145374
VST-CA,pure,Melbourne,583,8,False,32,8,15,N/A,78,10.423656141044006,0.16138061232190676,0.007497003278945327,1.375,2.125,2,60.7486305147022,1.0,4.0,2.194915502145374
VST-NCA,N/A,Melbourne,792,8,False,33,8,15,N/A,29,2.5673919604417397,0.08915587012962563,0.0020002117374881725,0.875,0.875,0,23.079173362608344,1.0,4.0,1.8836128925142002
VST-CA,mixed,Melbourne,792,8,False,33,8,15,N/A,29,2.5673919604417397,0.08915587012962563,0.0020002117374881725,0.875,0.875,2,44.0514504879302,1.0,4.0,1.8836128925142002
VST-CA,pure,Melbourne,792,8,False,33,8,15,N/A,29,2.5673919604417397,0.08915587012962563,0.0020002117374881725,0.875,0.875,2,50.64033252133322,1.0,4.0,1.8836128925142002
VST-NCA,N/A,Melbourne,39,1,False,34,1,15,N/A,1,3.294745624431454,0.7417812416449012,0.09534044663850105,1.0,3.0,0,0.12117117490561213,1.0,4.0,1.6841254266142993
VST-CA,mixed,Melbourne,39,1,False,34,1,15,N/A,1,3.294745624431454,0.7417812416449012,0.09534044663850105,1.0,3.0,2,0.23517922227210875,1.0,4.0,1.6841254266142993
VST-CA,pure,Melbourne,39,1,False,34,1,15,N/A,1,3.294745624431454,0.7417812416449012,0.09534044663850105,1.0,3.0,2,0.2654115206109964,1.0,4.0,1.6841254266142993
VST-NCA,N/A,Melbourne,511,6,False,35,6,15,N/A,15,3.6100352082359115,0.15080031414009146,0.0031443765839517454,1.5,2.0,0,9.908434655705605,1.0,4.0,2.070033970443186
VST-CA,mixed,Melbourne,511,6,False,35,6,15,N/A,15,2.6911234411575737,0.15024247372933444,0.0027950014079571065,1.3333333333333333,1.6666666666666667,3,20.198641192680952,1.0,4.0,2.0896358460476825
VST-CA,pure,Melbourne,511,6,False,35,6,15,N/A,15,2.6911234411575737,0.15024247372933444,0.0027950014079571065,1.3333333333333333,1.6666666666666667,3,26.18557103105877,1.0,4.0,2.0896358460476825
VST-NCA,N/A,Melbourne,467,5,False,36,5,15,N/A,13,2.78034797251836,0.18443609224483645,0.004514963748055366,0.8,1.4,0,11.515548202685295,1.0,4.0,2.2549728518615844
VST-CA,mixed,Melbourne,467,5,False,36,5,15,N/A,13,2.78034797251836,0.18443609224483645,0.004514963748055366,0.8,1.4,2,19.720960931230366,1.0,4.0,2.2549728518615844
VST-CA,pure,Melbourne,467,5,False,36,5,15,N/A,13,2.3122802399574023,0.18445768274184343,0.005643704685069207,1.0,1.2,3,30.89771838637398,1.0,4.0,2.2032087072866293
VST-NCA,N/A,Melbourne,597,6,False,37,6,15,N/A,22,1.9829406502758067,0.10803009263600077,0.002083929315969067,0.6666666666666666,1.1666666666666667,0,5.843433990552057,1.0,4.0,1.9327214198081144
VST-CA,mixed,Melbourne,597,6,False,37,6,15,N/A,22,1.8474904267115508,0.10626012427112826,0.0018871052436321301,0.6666666666666666,1.0,3,11.781198546847463,1.0,4.0,1.8821169405920999
VST-CA,pure,Melbourne,597,6,False,37,6,15,N/A,22,1.8474904267115508,0.10626012427112826,0.0018871052436321301,0.6666666666666666,1.0,3,14.298655364194019,1.0,4.0,1.8821169405920999
VST-NCA,N/A,Melbourne,42,1,False,38,1,15,N/A,1,6.221415998021413,0.9569171968516891,0.08352950241688835,1.0,4.0,0,0.1429656990167132,1.0,4.0,1.7539996125210278
VST-CA,mixed,Melbourne,42,1,False,38,1,15,N/A,1,6.221415998021413,0.9569171968516891,0.08352950241688835,1.0,4.0,2,0.39814925564041914,1.0,4.0,1.7539996125210278
VST-CA,pure,Melbourne,42,1,False,38,1,15,N/A,1,6.221415998021413,0.9569171968516891,0.08352950241688835,1.0,4.0,2,0.3228223338310272,1.0,4.0,1.7539996125210278
VST-NCA,N/A,Melbourne,68,2,False,39,2,15,N/A,3,9.806228008108688,0.5430221368472701,0.05022564879908178,2.5,4.0,0,3.2606516290725267,1.0,4.0,2.2619292470776386
VST-CA,mixed,Melbourne,68,2,False,39,2,15,N/A,3,9.806228008108688,0.5430221368472701,0.05022564879908178,2.5,4.0,2,4.650339425504626,1.0,4.0,2.2619292470776386
VST-CA,pure,Melbourne,68,2,False,39,2,15,N/A,3,9.806228008108688,0.5430221368472701,0.05022564879908178,2.5,4.0,2,3.771816926155225,1.0,4.0,2.2619292470776386
VST-NCA,N/A,Melbourne,595,8,False,40,8,15,N/A,14,3.734946994282575,0.12554772355162444,0.002433492179365326,0.625,1.75,0,16.87873684842134,1.0,4.0,2.296163664315605
VST-CA,mixed,Melbourne,595,8,False,40,8,15,N/A,14,3.734946994282575,0.12554772355162444,0.002433492179365326,0.625,1.75,2,30.26091650610215,1.0,4.0,2.296163664315605
VST-CA,pure,Melbourne,595,8,False,40,8,15,N/A,14,3.245457587442312,0.12507300286983591,0.0020024485572619605,1.0,1.625,3,47.42917736931713,1.0,4.0,2.3237516080104856
VST-NCA,N/A,Melbourne,400,3,False,41,3,15,N/A,4,5.09724392415947,0.16803778539186684,0.007731214967815541,2.0,2.6666666666666665,0,5.037365424902873,1.0,4.0,1.484576669124337
VST-CA,mixed,Melbourne,400,3,False,41,3,15,N/A,4,5.09724392415947,0.16803778539186684,0.007731214967815541,2.0,2.6666666666666665,2,10.437900152807742,1.0,4.0,1.484576669124337
VST-CA,pure,Melbourne,400,3,False,41,3,15,N/A,4,5.09724392415947,0.16803778539186684,0.007731214967815541,2.0,2.6666666666666665,2,12.142531474377847,1.0,4.0,1.484576669124337
VST-NCA,N/A,Melbourne,519,3,False,42,3,15,N/A,5,1.8448887078927,0.14256171708758494,0.010668638151210727,1.3333333333333333,1.6666666666666667,0,8.429128420357756,1.0,4.0,1.406411502646776
VST-CA,mixed,Melbourne,519,3,False,42,3,15,N/A,5,1.8448887078927,0.14256171708758494,0.010668638151210727,1.3333333333333333,1.6666666666666667,2,14.178678307045175,1.0,4.0,1.406411502646776
VST-CA,pure,Melbourne,519,3,False,42,3,15,N/A,5,1.8448887078927,0.14256171708758494,0.010668638151210727,1.3333333333333333,1.6666666666666667,2,14.631971723291826,1.0,4.0,1.406411502646776
VST-NCA,N/A,Melbourne,524,1,False,43,1,15,N/A,1,9.773770635891696,0.2034180190155685,0.007354036363203864,1.0,3.0,0,3.898400513805882,1.0,4.0,0.9480289825459655
VST-CA,mixed,Melbourne,524,1,False,43,1,15,N/A,1,7.77888957239888,0.3000726900425707,0.00892057799593885,2.0,4.0,3,14.598496556401187,1.0,4.0,1.0132932958716505
VST-CA,pure,Melbourne,524,1,False,43,1,15,N/A,1,7.77888957239888,0.3000726900425707,0.00892057799593885,2.0,4.0,3,14.456776292598079,1.0,4.0,1.0132932958716505
VST-NCA,N/A,Melbourne,828,4,False,44,4,15,N/A,10,2.5266493984943845,0.09737769560574012,0.0031918950159214466,1.0,1.75,0,15.500623507106411,1.0,4.0,1.4759444541064253
VST-CA,mixed,Melbourne,828,4,False,44,4,15,N/A,10,2.5266493984943845,0.09737769560574012,0.0031918950159214466,1.0,1.75,2,28.58011977494516,1.0,4.0,1.4759444541064253
VST-CA,pure,Melbourne,828,4,False,44,4,15,N/A,10,2.5266493984943845,0.09737769560574012,0.0031918950159214466,1.0,1.75,2,33.019806959515336,1.0,4.0,1.4759444541064253
VST-NCA,N/A,Melbourne,34,1,False,45,1,15,N/A,1,4.599141256389638,0.8425804034604032,0.12420312824845184,2.0,4.0,0,0.10870182228291014,1.0,4.0,1.8454559941362771
VST-CA,mixed,Melbourne,34,1,False,45,1,15,N/A,1,4.599141256389638,0.8425804034604032,0.12420312824845184,2.0,4.0,2,0.26921888119295545,1.0,4.0,1.8454559941362771
VST-CA,pure,Melbourne,34,1,False,45,1,15,N/A,1,4.599141256389638,0.8425804034604032,0.12420312824845184,2.0,4.0,2,0.22370069132512072,1.0,4.0,1.8454559941362771
VST-NCA,N/A,Melbourne,187,1,False,46,1,15,N/A,1,29.37689078065197,0.5722441002611179,0.1220740353082934,3.0,4.0,0,1.2053614110882336,1.0,4.0,1.3484831811737288
VST-CA,mixed,Melbourne,187,1,False,46,1,15,N/A,1,29.37689078065197,0.5722441002611179,0.1220740353082934,3.0,4.0,2,2.450816362058049,1.0,4.0,1.3484831811737288
VST-CA,pure,Melbourne,187,1,False,46,1,15,N/A,1,29.37689078065197,0.5722441002611179,0.1220740353082934,3.0,4.0,2,2.457571318436294,1.0,4.0,1.3484831811737288
VST-NCA,N/A,Melbourne,79,1,False,47,1,15,N/A,1,8.023589385804915,0.4784911864228259,0.07029794521522449,3.0,4.0,0,0.27436049566358633,1.0,4.0,1.5174567507078651
VST-CA,mixed,Melbourne,79,1,False,47,1,15,N/A,1,8.023589385804915,0.4784911864228259,0.07029794521522449,3.0,4.0,2,0.695657872038737,1.0,4.0,1.5174567507078651
